subject	rt	evidence_type	evidence	item	response	slide_number_in_experiment	screenW	screenH	OS	Browser	language	enjoyment	gender	age	comments	asses	time_in_minutes
24	10349	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	wohl	7	1366	768	Windows	Firefox	Deutsch	1	Female	36		Yes	3.13161666667
24	5175	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	wohl	8	1366	768	Windows	Firefox	Deutsch	1	Female	36		Yes	3.13161666667
24	18423	evidence5	Sie haben Hunger	abendessen	vermutlich	9	1366	768	Windows	Firefox	Deutsch	1	Female	36		Yes	3.13161666667
24	4044	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	wohl	10	1366	768	Windows	Firefox	Deutsch	1	Female	36		Yes	3.13161666667
24	3719	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	vermutlich	11	1366	768	Windows	Firefox	Deutsch	1	Female	36		Yes	3.13161666667
24	8110	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	vermutlich	12	1366	768	Windows	Firefox	Deutsch	1	Female	36		Yes	3.13161666667
24	2383	evidence1	Sie schauen aus dem Fenster und sehen Struppi, den Hund der Nachbarn, wie er am Zaun steht und bellt	hund	wohl	13	1366	768	Windows	Firefox	Deutsch	1	Female	36		Yes	3.13161666667
24	11974	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	bare	14	1366	768	Windows	Firefox	Deutsch	1	Female	36		Yes	3.13161666667
25	29848	evidence5	Sie haben Hunger	abendessen	vermutlich	3	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
25	18803	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	bare	4	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
25	13407	evidence1	Sie schauen aus dem Fenster und sehen Struppi, den Hund der Nachbarn, wie er am Zaun steht und bellt	hund	bare	5	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
25	11062	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	vermutlich	6	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
25	10179	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	vermutlich	7	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
25	10139	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	8	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
25	9486	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	bare	9	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
25	4645	evidence2	Sie hören einen Hund bellen	hund	bare	10	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
25	15743	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	vermutlich	11	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
25	6384	evidence5	Sie sehen, dass die Tasse nicht isoliert ist	kaffee	muss	12	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
25	5407	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	muss	13	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
25	7151	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	wohl	14	1920	1080	Windows	Firefox	deutsch	2	Male	20		Yes	2.88618333333
26	29704	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	wohl	3	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
26	26251	evidence5	Sie haben Hunger	abendessen	bare	4	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
26	15143	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	bare	5	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
26	22743	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	wohl	6	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
26	13030	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	7	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
26	17472	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	wohl	8	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
26	12151	evidence5	Sie sehen, dass die Tasse nicht isoliert ist	kaffee	muss	9	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
26	18272	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	wohl	10	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
26	15646	evidence2	Sie konnten hören, wie Wasser auf das Dach prasselte	regen	bare	11	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
26	15713	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	wohl	12	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
26	14336	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	wohl	13	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
26	15630	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	bare	14	1920	1080	Windows	Firefox	deutsch	1	Male	47		Yes	4.4351
27	20328	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	muss	3	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
27	16203	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	muss	4	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
27	11351	evidence5	Sie sehen, dass die Tasse nicht isoliert ist	kaffee	muss	5	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
27	13256	evidence2	Sie konnten hören, wie Wasser auf das Dach prasselte	regen	bare	6	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
27	12078	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	wohl	7	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
27	5657	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	wohl	8	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
27	8312	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	bare	9	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
27	10328	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	bare	10	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
27	10079	evidence2	Sie hören einen Hund bellen	hund	bare	11	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
27	6808	evidence5	Sie haben Hunger	abendessen	muss	12	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
27	6855	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	vermutlich	13	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
27	10006	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	bare	14	1366	768	Windows	Chrome	Deutsch	2	Male	48		Yes	3.03103333333
28	42341	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	bare	3	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
28	18447	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	wohl	4	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
28	10349	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	bare	5	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
28	17619	evidence2	Sie hören einen Hund bellen	hund	vermutlich	6	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
28	15943	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	wohl	7	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
28	15244	evidence2	Sie konnten hören, wie Wasser auf das Dach prasselte	regen	bare	8	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
28	19312	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	muss	9	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
28	6870	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	10	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
28	21657	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	bare	11	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
28	18271	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	wohl	12	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
28	28498	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	vermutlich	13	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
28	21222	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	wohl	14	1920	1080	Windows	Chrome	Deutsch	2	Male	30		Yes	4.4809
29	17727	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	vermutlich	3	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
29	9432	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	wohl	4	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
29	16327	evidence5	Sie haben Hunger	abendessen	muss	5	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
29	7200	evidence2	Sie hören einen Hund bellen	hund	bare	6	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
29	8415	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	bare	7	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
29	13480	evidence5	Sie sehen, dass die Tasse nicht isoliert ist	kaffee	vermutlich	8	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
29	8752	evidence1	Sie schauen aus dem Fenster und sehen Struppi, den Hund der Nachbarn, wie er am Zaun steht und bellt	hund	bare	9	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
29	8159	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	10	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
29	4935	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	bare	11	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
29	9592	evidence2	Sie konnten hören, wie Wasser auf das Dach prasselte	regen	bare	12	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
29	17960	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	vermutlich	13	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
29	7360	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	wohl	14	1920	1080	Windows	Chrome	deutsch	2	Female	54		Yes	2.60538333333
30	28194	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	bare	3	1920	1200	Windows	Firefox		-1				Yes	2.9085
30	21567	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	vermutlich	4	1920	1200	Windows	Firefox		-1				Yes	2.9085
30	12291	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	vermutlich	5	1920	1200	Windows	Firefox		-1				Yes	2.9085
30	7383	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	bare	6	1920	1200	Windows	Firefox		-1				Yes	2.9085
30	15041	evidence5	Sie haben Hunger	abendessen	wohl	7	1920	1200	Windows	Firefox		-1				Yes	2.9085
30	11398	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	muss	8	1920	1200	Windows	Firefox		-1				Yes	2.9085
30	15198	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	wohl	9	1920	1200	Windows	Firefox		-1				Yes	2.9085
30	9215	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	vermutlich	10	1920	1200	Windows	Firefox		-1				Yes	2.9085
30	3935	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	vermutlich	11	1920	1200	Windows	Firefox		-1				Yes	2.9085
30	10456	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	vermutlich	12	1920	1200	Windows	Firefox		-1				Yes	2.9085
30	5377	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	bare	13	1920	1200	Windows	Firefox		-1				Yes	2.9085
30	4461	evidence2	Sie hören einen Hund bellen	hund	bare	14	1920	1200	Windows	Firefox		-1				Yes	2.9085
31	89194	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	vermutlich	3	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
31	50645	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	wohl	4	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
31	4497	evidence2	Sie konnten hören, wie Wasser auf das Dach prasselte	regen	wohl	5	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
31	39661	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	bare	6	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
31	30620	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	bare	7	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
31	33778	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	bare	8	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
31	40120	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	wohl	9	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
31	22128	evidence5	Sie haben Hunger	abendessen	bare	10	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
31	37776	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	bare	11	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
31	18882	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	bare	12	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
31	23205	evidence5	Sie sehen, dass die Tasse nicht isoliert ist	kaffee	wohl	13	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
31	23818	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	wohl	14	768	1024	an unknown OS	Safari	Deutsch	2	Female	60		Yes	9.7954
32	4090	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	wohl	3	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
32	2101	evidence2	Sie konnten hören, wie Wasser auf das Dach prasselte	regen	bare	4	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
32	2329	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	wohl	5	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
32	7043	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	wohl	6	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
32	1902	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	bare	7	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
32	2800	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	vermutlich	8	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
32	3733	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	muss	9	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
32	2621	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	wohl	10	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
32	3643	evidence2	Sie hören einen Hund bellen	hund	wohl	11	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
32	3839	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	wohl	12	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
32	2981	evidence1	Sie schauen aus dem Fenster und sehen Struppi, den Hund der Nachbarn, wie er am Zaun steht und bellt	hund	wohl	13	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
32	1882	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	wohl	14	1600	900	Windows	Chrome	Deutsch	2	Male	32		Yes	1.1147
33	24033	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	bare	3	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
33	15918	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	bare	4	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
33	12388	evidence1	Sie schauen aus dem Fenster und sehen Struppi, den Hund der Nachbarn, wie er am Zaun steht und bellt	hund	bare	5	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
33	25185	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	wohl	6	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
33	18954	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	vermutlich	7	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
33	21860	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	muss	8	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
33	13521	evidence5	Sie haben Hunger	abendessen	bare	9	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
33	7858	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	bare	10	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
33	22831	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	wohl	11	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
33	7518	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	12	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
33	8748	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	bare	13	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
33	18420	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	wohl	14	1600	900	Windows	Chrome	deutsch	2	Female	61		Yes	4.15838333333
34	26628	evidence1	Sie schauen aus dem Fenster und sehen Struppi, den Hund der Nachbarn, wie er am Zaun steht und bellt	hund	wohl	3	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
34	24024	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	vermutlich	4	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
34	15583	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	vermutlich	5	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
34	7333	evidence5	Sie sehen, dass die Tasse nicht isoliert ist	kaffee	vermutlich	6	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
34	6030	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	bare	7	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
34	8423	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	bare	8	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
34	3765	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	bare	9	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
34	18952	evidence5	Sie haben Hunger	abendessen	wohl	10	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
34	3895	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	bare	11	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
34	9846	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	12	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
34	10844	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	muss	13	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
34	6384	evidence2	Sie hören einen Hund bellen	hund	bare	14	1600	900	Windows	Firefox	Deutsch	2	Male	43		Confused	2.96225
35	30612	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	wohl	3	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
35	26710	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	bare	4	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
35	49201	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	vermutlich	5	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
35	26867	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	wohl	6	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
35	12180	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	bare	7	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
35	12112	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	vermutlich	8	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
35	12762	evidence1	Sie schauen aus dem Fenster und sehen Struppi, den Hund der Nachbarn, wie er am Zaun steht und bellt	hund	bare	9	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
35	8339	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	bare	10	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
35	19884	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	muss	11	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
35	6663	evidence2	Sie hören einen Hund bellen	hund	bare	12	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
35	15787	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	muss	13	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
35	6126	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	bare	14	1600	900	Windows	Firefox	deutsch	2	Male	23		Yes	4.94885
36	34444	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	3	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
36	22621	evidence1	Sie schauen aus dem Fenster und sehen Struppi, den Hund der Nachbarn, wie er am Zaun steht und bellt	hund	bare	4	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
36	12694	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	bare	5	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
36	12199	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	wohl	6	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
36	9815	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	vermutlich	7	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
36	16910	evidence5	Sie sehen, dass die Tasse nicht isoliert ist	kaffee	wohl	8	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
36	11215	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	bare	9	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
36	7823	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	bare	10	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
36	10287	evidence2	Sie hören einen Hund bellen	hund	wohl	11	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
36	8815	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	wohl	12	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
36	238298	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	vermutlich	13	1280	1024	Windows	Mozilla	Deutsch	1	Female	27		Yes	6.93348333333
